10547	2003-12-31	318800
10547	2004-12-31	359700
10547	2005-12-31	394000
10547	2006-12-31	381200
10547	2007-12-31	374600
10547	2008-12-31	348400
10547	2009-12-31	315500
10547	2010-12-31	316700
10547	2011-12-31	282200
10547	2012-12-31	298300
10547	2013-12-31	280100
10548	1997-12-31	202000
10548	1998-12-31	172700
10548	1999-12-31	237600
10548	2000-12-31	233500
10548	2001-12-31	245200
10548	2002-12-31	300700
10548	2003-12-31	322400
10548	2004-12-31	341100
10548	2005-12-31	392100
10548	2006-12-31	383500
10548	2007-12-31	378100
10548	2008-12-31	350800
10548	2009-12-31	333900
10548	2010-12-31	336200
10548	2011-12-31	286600
10548	2012-12-31	293000
10548	2013-12-31	272500
10549	1997-12-31	281600
10549	1998-12-31	317700
10549	1999-12-31	334400
10549	2000-12-31	386500
10549	2001-12-31	421200
10549	2002-12-31	535800
10549	2003-12-31	772100
10549	2004-12-31	630100
10549	2005-12-31	661700
10549	2006-12-31	660900
10549	2007-12-31	674000
10549	2008-12-31	691500
10549	2009-12-31	613100
10549	2010-12-31	599500
10549	2011-12-31	537400
10549	2012-12-31	524400
10549	2013-12-31	563500
10550	1997-12-31	144500
10550	1998-12-31	162000
10550	1999-12-31	176200
10550	2000-12-31	187400
10550	2001-12-31	198600
10550	2002-12-31	238200
10550	2003-12-31	278400
10550	2004-12-31	310700
10550	2005-12-31	331300
10550	2006-12-31	383400
10550	2007-12-31	404800
10550	2008-12-31	385000
10550	2009-12-31	327900
10550	2010-12-31	300200
10550	2011-12-31	273200
10550	2012-12-31	276000
10550	2013-12-31	264500
10552	1997-12-31	220300
10552	1998-12-31	230700
10552	1999-12-31	262400
10552	2000-12-31	311800
10552	2001-12-31	344700
10552	2002-12-31	411800
10552	2003-12-31	433800
10552	2004-12-31	546800
10552	2005-12-31	575000
10552	2006-12-31	567700
10552	2007-12-31	576800
10552	2008-12-31	518000
10552	2009-12-31	432500
10552	2010-12-31	429600
10552	2011-12-31	409900
